55,Loan,Active,2022-12-20,,28657.23
56,Overdraft,Inactive,2019-02-10,,30694.48
57,Credit Card,Closed,2025-02-17,,16135.79
58,Investment,Active,2022-04-06,,15163.68
59,Loan,Inactive,2022-09-24,,4680.61
60,Overdraft,Active,2017-01-11,,1739.12
61,Checking,Closed,2017-09-21,,33232.05
62,Savings,Closed,2018-08-13,,45623.34
63,Checking,Active,2020-05-15,2023-10-20,21585.51
64,Overdraft,Inactive,2017-10-03,,40534.47
65,Loan,Closed,2019-04-25,,34188.24
66,Investment,Inactive,2019-12-18,,24569.19
67,Savings,Active,2019-09-10,2022-04-14,16205.01
68,Savings,Inactive,2021-07-14,,20323.4
69,Credit Card,Closed,2024-02-13,,22150.04
70,Credit Card,Active,2017-08-25,2019-04-24,10095.79
71,Savings,Active,2019-06-07,2022-12-29,23268.43
72,Loan,Inactive,2021-05-05,,29601.42
73,Investment,Closed,2024-09-06,,17767.25
74,Loan,Active,2016-12-13,2017-07-02,344.87
75,Investment,Active,2020-12-02,,46524.0
76,Investment,Active,2022-03-06,2025-08-13,26078.4
77,Checking,Closed,2017-10-08,,36352.57
78,Loan,Closed,2017-06-01,,47264.32
79,Credit Card,Closed,2025-11-13,,18189.38
80,Loan,Inactive,2020-01-18,2023-08-30,9008.28
81,Investment,Closed,2022-12-24,,31968.0
82,Investment,Active,2021-06-23,,39807.36
83,Overdraft,Closed,2018-06-27,,43798.75
84,Investment,Active,2023-06-20,,4277.0
85,Loan,Active,2016-02-05,,49512.74
86,Checking,Inactive,2024-05-30,2025-09-30,10015.72
87,Savings,Closed,2025-01-02,,29488.33
88,Investment,Active,2024-09-25,2025-12-10,40752.25
89,Savings,Inactive,2021-05-19,,43933.52
90,Savings,Inactive,2020-01-26,,30411.53
91,Loan,Inactive,2021-09-01,,18551.71
92,Savings,Active,2018-02-27,2025-09-24,15075.13
93,Savings,Closed,2017-10-02,,37804.5
94,Savings,Active,2021-05-18,,23613.68
95,Loan,Active,2021-12-17,,26970.41
96,Loan,Closed,2024-12-13,,38972.31
97,Investment,Active,2023-07-18,2024-01-06,49917.42
98,Savings,Active,2023-02-07,,5325.35
99,Investment,Closed,2017-08-27,2021-07-01,1696.3
100,Savings,Closed,2024-07-10,2024-09-27,39698.27
101,Overdraft,Active,2024-07-18,,18265.68
102,Credit Card,Active,2022-06-25,,45031.56
103,Loan,Inactive,2022-03-29,,28768.93
104,Overdraft,Closed,2022-03-05,,1825.37
105,Investment,Inactive,2020-12-12,,2827.67
106,Savings,Closed,2023-02-13,2023-08-16,7704.0
107,Investment,Closed,2016-12-26,,2241.05
108,Checking,Active,2024-09-21,2025-04-05,29787.53
109,Credit Card,Inactive,2016-11-20,,22682.42
110,Overdraft,Active,2021-07-29,2025-05-09,27422.77
111,Savings,Active,2018-04-25,2018-11-03,47660.52
112,Loan,Inactive,2019-07-29,,4266.22
113,Checking,Active,2021-09-25,2021-10-12,38137.8
114,Loan,Inactive,2023-05-08,,36015.74
115,Investment,Active,2017-01-04,2020-04-19,10929.43
116,Credit Card,Closed,2023-04-16,2023-05-06,41747.94
117,Overdraft,Closed,2025-04-25,,22592.95
118,Checking,Inactive,2021-07-30,2022-09-02,28810.25
119,Credit Card,Active,2017-12-01,,1683.82
120,Savings,Inactive,2018-06-14,,4626.18
121,Investment,Closed,2024-03-17,,3264.66
122,Investment,Inactive,2019-11-26,,8095.89
123,Investment,Inactive,2021-06-10,2023-02-24,29004.28
124,Savings,Inactive,2025-04-22,,31405.2
125,Overdraft,Inactive,2019-10-09,,39609.09
126,Loan,Inactive,2018-12-27,2023-01-04,18126.54
127,Credit Card,Closed,2016-08-27,,46725.71
128,Credit Card,Closed,2022-11-26,,17304.58
129,Loan,Active,2017-05-20,,2797.06
130,Credit Card,Inactive,2022-12-19,,43882.4
131,Credit Card,Inactive,2016-02-17,,27610.75
132,Checking,Active,2021-02-08,,26397.45
133,Credit Card,Closed,2019-06-08,,14621.92
134,Savings,Active,2022-10-15,,46365.79
135,Investment,Active,2017-10-10,,40423.0
136,Credit Card,Closed,2023-11-04,,35576.4
137,Loan,Closed,2021-07-08,2024-07-23,3001.73
138,Overdraft,Inactive,2024-11-09,,37334.81
139,Credit Card,Inactive,2020-04-14,,23336.09
140,Checking,Active,2024-11-17,,11139.45
141,Checking,Inactive,2023-03-11,,45848.26
142,Credit Card,Inactive,2019-11-27,,48057.31
143,Credit Card,Inactive,2020-01-07,,4150.0
144,Investment,Active,2025-01-06,,22243.57
145,Savings,Inactive,2018-08-12,2022-12-25,15506.72
146,Checking,Active,2018-12-29,2019-04-25,13085.64
147,Investment,Active,2016-03-25,2018-02-14,18542.41
148,Investment,Inactive,2019-04-26,,29760.1
149,Checking,Inactive,2017-04-12,,24773.32
150,Savings,Inactive,2020-09-19,,45084.42
151,Savings,Inactive,2016-05-30,2020-11-13,39817.24
152,Checking,Active,2026-01-19,,144.87
153,Checking,Inactive,2017-11-21,,36466.38
154,Credit Card,Closed,2020-08-05,2022-09-22,47805.74
155,Loan,Closed,2023-12-15,,12822.84
156,Overdraft,Inactive,2016-03-02,,10517.56
157,Investment,Active,2024-05-23,2025-02-25,37767.3
158,Checking,Closed,2018-08-12,2019-07-16,34543.99
159,Investment,Active,2016-02-25,,11333.37
160,Savings,Closed,2016-09-20,2025-11-22,39659.22
161,Savings,Inactive,2025-04-24,2026-01-26,38814.45
162,Overdraft,Inactive,2020-02-12,2024-11-02,31596.87
163,Checking,Active,2019-04-29,2022-05-03,22407.02
164,Overdraft,Closed,2016-06-15,,879.18
165,Credit Card,Inactive,2016-04-21,,3756.61
166,Investment,Inactive,2018-11-07,2021-12-16,2455.23
167,Credit Card,Inactive,2019-08-26,2020-12-13,2321.18
168,Overdraft,Inactive,2016-09-12,,9143.2
169,Overdraft,Closed,2021-04-23,,6169.26
170,Investment,Active,2021-04-10,2023-09-10,23501.41
171,Savings,Inactive,2017-08-04,2022-06-16,22.19
172,Credit Card,Inactive,2023-03-01,,48955.31
173,Savings,Active,2026-01-03,,10679.39
174,Checking,Closed,2018-06-05,,28391.1
175,Credit Card,Active,2025-03-25,,37613.51
176,Credit Card,Inactive,2024-03-28,,31477.36
177,Credit Card,Closed,2025-10-05,,40421.36
178,Overdraft,Active,2017-01-31,2023-11-22,37604.32
179,Overdraft,Inactive,2022-07-26,2024-01-26,25403.22
180,Credit Card,Closed,2018-11-08,2021-12-08,26580.95
181,Checking,Active,2018-06-23,,39737.23
182,Credit Card,Inactive,2019-12-17,,11721.79
183,Checking,Active,2020-10-09,,16976.21
184,Checking,Active,2021-02-11,,24329.77
185,Overdraft,Closed,2021-04-10,2022-10-30,9751.67
186,Credit Card,Inactive,2024-05-19,2024-10-06,17015.81
187,Checking,Inactive,2022-10-12,,11772.29
188,Checking,Inactive,2018-02-09,2021-04-26,46553.98
189,Savings,Closed,2016-02-02,,49910.0
190,Loan,Active,2018-09-03,,2605.59
191,Investment,Inactive,2022-08-25,,25023.1
192,Overdraft,Closed,2023-07-22,,37920.25
193,Overdraft,Inactive,2024-09-25,2025-03-08,34892.33
194,Checking,Active,2022-06-06,,45332.89
195,Overdraft,Active,2019-12-31,,37964.1
196,Loan,Inactive,2024-04-01,,19607.17
197,Checking,Closed,2020-10-10,,23099.51
198,Savings,Closed,2019-12-09,,21190.06
199,Overdraft,Closed,2023-04-07,,27754.91
200,Savings,Active,2018-08-28,2019-11-17,33985.42
201,Credit Card,Closed,2016-12-14,,13181.77
202,Overdraft,Inactive,2021-06-25,,22351.14
203,Checking,Closed,2022-12-03,,17033.27
204,Investment,Active,2021-03-22,,31239.98
205,Loan,Active,2020-06-27,,6561.4
206,Savings,Inactive,2020-10-11,,5165.65
207,Credit Card,Closed,2023-08-18,,43189.16
208,Loan,Inactive,2024-10-19,2025-02-24,35887.02
209,Loan,Closed,2021-02-24,,44451.11
210,Loan,Closed,2017-08-03,,21143.28
211,Savings,Active,2020-01-31,2026-01-18,21989.08
212,Overdraft,Closed,2025-05-31,,46338.25
213,Checking,Active,2020-12-24,,47212.2
214,Investment,Active,2023-09-28,2025-07-13,38743.76
215,Savings,Active,2023-08-10,,32415.75
216,Loan,Active,2023-12-26,2024-07-04,5074.65
217,Loan,Active,2020-06-21,,35082.63
218,Overdraft,Active,2021-05-21,2023-09-24,28056.7
219,Checking,Active,2024-07-13,,32809.02
220,Investment,Active,2018-01-06,2023-07-13,5428.49
221,Overdraft,Active,2017-05-10,,34315.69
222,Investment,Closed,2018-03-17,2018-04-26,16385.04
223,Savings,Active,2023-05-22,2025-01-07,1499.14
224,Investment,Inactive,2017-03-02,,37283.31
225,Investment,Inactive,2016-06-02,,22874.26
226,Savings,Closed,2024-02-23,,41492.6
227,Credit Card,Closed,2025-06-05,,7.7
228,Credit Card,Active,2025-11-04,2025-12-29,24083.73
229,Investment,Closed,2025-09-10,2025-10-05,42590.79
230,Investment,Inactive,2024-01-08,2025-08-03,38731.85
231,Loan,Closed,2021-08-06,2024-03-24,10847.2
232,Investment,Active,2017-11-16,,2014.56
233,Checking,Inactive,2017-04-19,2024-10-03,36724.75
234,Savings,Closed,2023-03-18,,28106.56
235,Investment,Inactive,2019-06-08,,35944.02
236,Overdraft,Inactive,2018-03-12,2019-03-20,887.85
237,Credit Card,Active,2022-08-02,,5811.86
238,Credit Card,Active,2018-01-10,,2031.33
239,Loan,Closed,2023-07-19,,1020.36
240,Credit Card,Closed,2025-08-12,,36701.27
241,Savings,Inactive,2021-04-15,,11245.48
242,Overdraft,Inactive,2019-04-23,,25815.56
243,Credit Card,Closed,2018-02-08,2021-11-22,47669.26
244,Overdraft,Closed,2024-02-17,,15361.89
245,Savings,Active,2018-07-24,2024-09-12,44673.05
246,Overdraft,Inactive,2017-02-11,,28462.27
247,Investment,Closed,2025-07-30,,35284.32
248,Overdraft,Closed,2018-01-18,2024-06-14,18846.33
249,Loan,Closed,2021-08-12,2021-11-14,36481.86
250,Checking,Inactive,2025-12-10,,21839.98
251,Savings,Active,2017-12-27,2022-03-09,21880.33
252,Savings,Inactive,2017-09-09,,2096.45
253,Savings,Closed,2021-06-13,,43412.37
254,Savings,Inactive,2023-09-28,,4632.52
255,Investment,Closed,2017-03-13,,2124.71
256,Credit Card,Inactive,2021-05-22,2026-01-14,29266.45
257,Checking,Closed,2021-08-06,,47229.06
258,Overdraft,Closed,2025-09-11,2025-12-28,13585.78
259,Checking,Closed,2017-03-17,2025-04-20,9859.56
260,Investment,Active,2024-04-16,,36310.71
261,Overdraft,Closed,2023-08-16,2025-11-16,11155.75
262,Loan,Active,2021-04-12,,4056.8
263,Investment,Inactive,2021-08-09,,47610.66
264,Overdraft,Inactive,2021-04-11,,20345.45
265,Checking,Inactive,2020-04-26,,28889.15
266,Loan,Active,2019-11-28,2021-12-06,33806.71
267,Checking,Active,2024-07-10,,43445.93
268,Investment,Inactive,2023-03-08,,1713.94
269,Credit Card,Active,2018-02-20,,36823.95
270,Investment,Inactive,2021-04-23,,28016.62
271,Investment,Active,2023-03-29,,5414.83
272,Checking,Inactive,2021-12-25,2022-07-28,22379.12
273,Checking,Closed,2018-05-09,,23099.27
274,Checking,Closed,2023-10-09,,14848.85
275,Credit Card,Inactive,2016-10-06,,3329.11
276,Investment,Closed,2017-11-20,,42210.35
277,Loan,Active,2019-05-12,2019-11-01,44606.87
278,Overdraft,Inactive,2017-11-09,,21313.79
279,Savings,Inactive,2018-05-06,2025-12-15,49798.71
280,Loan,Closed,2023-04-29,,23639.09
281,Checking,Inactive,2021-12-19,,24235.54
282,Credit Card,Inactive,2024-09-16,,32083.58
283,Credit Card,Inactive,2024-01-24,,25266.16
284,Checking,Closed,2023-02-15,2023-07-20,32037.19
285,Savings,Active,2022-09-03,2025-05-08,8878.84
286,Overdraft,Active,2017-05-31,,29252.02
287,Credit Card,Active,2019-12-05,2022-07-17,44615.48
288,Overdraft,Closed,2025-03-02,2025-10-30,32318.71
289,Loan,Closed,2019-11-18,,44640.78
290,Loan,Active,2019-04-20,,17730.9
291,Savings,Closed,2024-08-15,,6555.67
292,Investment,Closed,2021-05-03,,5889.48
293,Overdraft,Closed,2025-03-22,,40190.75
294,Checking,Closed,2025-04-26,,48180.71
295,Credit Card,Closed,2024-12-13,,20442.82
296,Loan,Active,2016-06-30,,13181.41
297,Savings,Inactive,2019-11-12,2021-02-11,23404.38
298,Credit Card,Closed,2019-08-23,,24218.2
299,Credit Card,Inactive,2023-06-09,,44422.98
300,Overdraft,Active,2018-08-24,,184.1
301,Savings,Inactive,2024-09-06,,39786.17
302,Savings,Inactive,2020-10-06,,42549.6
303,Overdraft,Closed,2025-11-11,,553.0
304,Savings,Closed,2016-08-24,2024-12-30,22160.67
305,Credit Card,Active,2018-01-22,,29929.92
306,Overdraft,Inactive,2019-06-15,,25339.44
307,Savings,Inactive,2017-02-12,,17342.89
308,Investment,Active,2016-12-26,,47165.57
309,Checking,Closed,2018-08-19,2023-01-04,25350.52
310,Credit Card,Active,2021-11-26,,38390.2
311,Savings,Closed,2018-04-05,,22716.23
312,Checking,Active,2023-09-14,,35939.44
313,Checking,Closed,2021-08-02,,33810.02
314,Savings,Inactive,2019-07-06,,5239.52
315,Overdraft,Closed,2022-03-19,2024-11-25,31471.03
316,Savings,Inactive,2022-05-26,,43488.09
317,Investment,Closed,2019-07-12,,12151.32
318,Savings,Closed,2024-05-31,,31810.32
319,Savings,Inactive,2019-07-31,,19224.45
320,Credit Card,Inactive,2018-11-02,,33650.81
321,Checking,Closed,2024-10-24,,33915.53
322,Investment,Closed,2022-10-08,,13585.33
323,Savings,Closed,2024-10-15,,45463.65
324,Checking,Inactive,2024-07-17,,39149.61
325,Loan,Closed,2018-07-19,,23760.65
326,Overdraft,Active,2020-10-16,,20574.21
327,Checking,Closed,2025-03-25,,23267.35
328,Credit Card,Closed,2024-08-27,2024-10-14,11892.55
329,Investment,Inactive,2021-10-29,,27478.92
330,Loan,Inactive,2018-07-11,,42598.31
331,Checking,Inactive,2025-09-16,2026-01-09,11355.08
332,Loan,Closed,2021-09-10,2022-05-03,41837.72
333,Credit Card,Inactive,2023-11-18,,14336.46
334,Credit Card,Inactive,2025-07-15,,35528.47
335,Investment,Inactive,2019-12-30,,26120.53
336,Savings,Closed,2021-12-24,,41117.63
337,Investment,Closed,2018-07-21,,45998.65
338,Investment,Closed,2024-07-20,,45295.55
339,Savings,Inactive,2018-10-19,2023-09-29,32736.76
340,Investment,Active,2024-03-23,2024-04-30,40060.81
341,Checking,Active,2022-02-02,,42618.52
342,Checking,Closed,2019-04-09,,38659.08
343,Savings,Inactive,2020-07-25,,15553.46
344,Savings,Closed,2016-11-14,2022-01-16,6674.06
345,Loan,Inactive,2021-07-27,,44115.55
346,Investment,Closed,2018-06-06,,32475.2
347,Checking,Closed,2017-06-15,,38506.7
348,Overdraft,Active,2021-04-15,,4878.64
349,Investment,Closed,2017-01-30,,1760.12
350,Savings,Closed,2025-05-26,,17718.68
351,Credit Card,Active,2024-03-11,,45030.76
352,Loan,Active,2025-07-20,,42946.39
353,Checking,Closed,2025-08-12,2025-08-24,47483.18
354,Checking,Inactive,2016-07-29,2018-03-16,18753.21
355,Savings,Closed,2022-09-13,,13154.35
356,Savings,Active,2019-12-07,,28979.22
357,Overdraft,Closed,2025-10-24,,33239.98
358,Checking,Active,2016-08-29,,17594.16
359,Investment,Inactive,2016-12-13,,39159.02
360,Checking,Inactive,2017-11-17,,14066.45
361,Overdraft,Closed,2016-11-28,,23081.11
362,Investment,Active,2021-01-06,2025-07-22,30828.7
363,Checking,Active,2016-08-29,,48104.82
364,Credit Card,Closed,2019-03-08,2022-08-30,32276.56
365,Credit Card,Closed,2024-11-17,2025-04-10,42139.27
366,Checking,Closed,2023-08-18,,37293.37
367,Overdraft,Inactive,2018-03-19,,43983.22
368,Loan,Closed,2017-11-13,,31241.72
369,Savings,Closed,2017-01-03,2024-03-06,45240.4
370,Savings,Active,2024-07-22,,37955.83
371,Checking,Active,2017-11-20,,45087.62
372,Checking,Closed,2025-04-14,,49949.36
373,Overdraft,Active,2017-06-14,,24600.42
374,Savings,Closed,2023-06-24,,36196.54
375,Credit Card,Inactive,2020-01-26,2020-11-27,38627.39
376,Overdraft,Active,2017-09-18,,4395.21
377,Loan,Inactive,2019-07-25,,19063.66
378,Savings,Active,2022-09-08,,37428.76
379,Checking,Inactive,2019-07-23,,35445.28
380,Savings,Active,2024-12-25,2025-11-25,21314.43
381,Savings,Active,2023-07-19,,9618.08
382,Loan,Active,2022-07-23,,12177.15
383,Checking,Active,2022-08-04,,23779.75
384,Loan,Active,2016-04-06,,10245.57
385,Overdraft,Inactive,2021-03-20,,37334.15
386,Investment,Closed,2021-12-06,,14337.34
387,Overdraft,Closed,2025-03-02,2025-06-30,33180.21
388,Overdraft,Inactive,2025-06-25,,40376.45
389,Credit Card,Inactive,2020-02-03,,28346.91
390,Loan,Inactive,2022-05-06,,39207.28
391,Loan,Active,2018-10-24,2024-03-11,24963.38
392,Checking,Active,2023-09-18,,3716.87
393,Investment,Active,2024-01-26,2025-06-18,17729.83
394,Loan,Closed,2021-01-13,,10724.88
395,Credit Card,Inactive,2025-06-21,,11388.95
396,Savings,Inactive,2024-09-17,,49568.34
397,Investment,Closed,2017-11-04,,39069.61
398,Loan,Closed,2017-10-01,2025-11-15,33351.04
399,Investment,Closed,2022-10-03,,17349.61
400,Loan,Active,2020-07-10,,27781.98
401,Loan,Inactive,2025-02-06,2025-05-05,1353.92
402,Checking,Inactive,2018-06-18,,47672.74
403,Savings,Inactive,2023-05-28,,3646.49
404,Credit Card,Active,2018-12-04,,27687.11
405,Investment,Closed,2019-01-16,,34769.81
406,Investment,Inactive,2018-08-15,2021-04-17,35111.88
407,Loan,Active,2017-03-24,,39099.84
408,Checking,Inactive,2021-12-17,2022-04-03,46944.28
409,Loan,Active,2023-11-29,,40718.67
410,Credit Card,Inactive,2020-10-28,,14645.82
411,Credit Card,Active,2018-07-08,,25076.07
412,Checking,Active,2022-09-14,,40006.8
413,Checking,Closed,2017-04-13,,14532.32
414,Investment,Inactive,2025-12-03,,42346.27
415,Investment,Closed,2017-12-31,,1979.62
416,Savings,Closed,2020-05-29,2022-08-22,14545.03
417,Credit Card,Active,2021-02-06,,20025.68
418,Investment,Active,2018-07-12,,7542.02
419,Credit Card,Closed,2024-05-05,,46720.28
420,Loan,Inactive,2016-02-03,,41600.52
421,Credit Card,Active,2021-09-15,,10431.96
422,Loan,Active,2023-05-17,,40888.83
423,Investment,Active,2020-06-23,,5645.03
424,Overdraft,Inactive,2019-10-15,,27593.46
425,Credit Card,Closed,2017-11-24,,14264.38
426,Overdraft,Inactive,2020-08-02,,1388.27
427,Overdraft,Closed,2020-02-06,,41692.71
428,Loan,Inactive,2021-03-02,,40947.96
429,Overdraft,Closed,2024-03-26,,4983.2
430,Savings,Active,2019-09-18,,43643.55
431,Investment,Closed,2025-11-15,,8893.21
432,Investment,Inactive,2017-01-29,,38556.76
433,Checking,Active,2023-12-22,,14962.39
434,Checking,Active,2023-01-14,,28957.84
435,Checking,Closed,2019-08-30,2025-09-29,43323.14
436,Credit Card,Closed,2019-05-30,,21625.66
437,Checking,Active,2020-02-12,2022-11-04,44008.43
438,Loan,Active,2016-09-25,,37768.82
439,Checking,Closed,2019-06-18,,9685.04
440,Checking,Inactive,2022-01-04,,33881.15
441,Savings,Inactive,2018-03-03,,21935.66
442,Loan,Closed,2017-12-05,,20467.32
443,Savings,Closed,2020-12-11,,38661.35
444,Loan,Closed,2016-10-09,,2661.71
445,Loan,Closed,2021-01-19,,49001.35
446,Overdraft,Closed,2024-12-01,2025-01-12,633.01
447,Checking,Active,2025-02-26,,16392.75
448,Overdraft,Closed,2019-01-20,2022-12-04,5843.58
449,Savings,Active,2020-05-28,2024-09-30,454.58
450,Investment,Inactive,2023-11-27,,21831.09
451,Savings,Active,2023-06-09,,36791.74
452,Checking,Inactive,2026-01-29,,48845.24
453,Investment,Closed,2025-09-26,,31908.48
454,Credit Card,Active,2025-05-04,,35445.47
455,Credit Card,Inactive,2017-12-02,,12290.13
456,Checking,Active,2019-07-29,,5127.8
457,Checking,Closed,2020-08-31,,23639.16
458,Overdraft,Inactive,2024-12-17,,39365.55
459,Overdraft,Inactive,2017-08-24,2018-07-21,873.54
460,Overdraft,Inactive,2023-02-01,2025-05-17,8761.31
461,Checking,Active,2017-03-28,,22991.63
462,Overdraft,Closed,2016-08-29,,17301.8
463,Investment,Active,2021-09-10,,10913.61
464,Investment,Inactive,2023-02-18,,17465.24
465,Credit Card,Closed,2016-09-01,,3283.39
466,Savings,Inactive,2020-11-27,,41675.12
467,Savings,Closed,2025-08-07,2025-11-02,6412.02
468,Savings,Inactive,2017-04-26,2024-10-09,44969.26
469,Credit Card,Inactive,2017-12-03,,15480.82
470,Savings,Closed,2019-09-05,,35485.54
471,Savings,Inactive,2022-01-12,2023-11-28,45566.69
472,Loan,Active,2016-09-06,2019-09-04,22666.0
473,Savings,Closed,2017-03-05,,37085.23
474,Investment,Inactive,2024-02-12,,33049.07
475,Investment,Inactive,2024-01-31,2025-10-20,41312.06
476,Investment,Active,2023-02-19,,11111.92
477,Checking,Inactive,2016-03-17,,27614.27
478,Investment,Active,2018-08-10,2024-04-18,11750.84
479,Credit Card,Active,2021-04-18,,40606.71
480,Credit Card,Closed,2019-02-26,2023-06-30,32374.58
481,Checking,Inactive,2018-02-15,,34901.05
482,Credit Card,Closed,2018-06-08,,37615.6
483,Loan,Inactive,2025-03-11,,33062.48
484,Checking,Inactive,2023-11-12,2024-05-09,39793.11
485,Overdraft,Closed,2022-10-06,,22561.96
486,Savings,Inactive,2025-01-23,,17045.4
487,Investment,Closed,2021-07-02,,19034.01
488,Savings,Active,2023-07-07,,6534.87
489,Credit Card,Closed,2018-05-21,,24513.27
490,Investment,Active,2021-07-04,2023-05-02,31757.3
491,Savings,Inactive,2018-12-10,,11937.4
492,Overdraft,Active,2019-08-07,,14472.85
493,Investment,Inactive,2021-11-11,,4464.28
494,Savings,Closed,2025-04-21,,24337.1
495,Checking,Active,2019-11-15,,37540.94
496,Loan,Active,2019-08-08,,16984.86
497,Investment,Active,2022-10-07,2025-07-10,47402.16
498,Savings,Active,2018-09-21,,49633.83
499,Credit Card,Active,2025-03-01,,17220.26
500,Savings,Active,2023-07-06,,44799.99
501,Checking,Closed,2018-06-03,,21610.33
502,Savings,Inactive,2018-05-21,,8115.15
503,Credit Card,Active,2025-11-25,,13106.46
504,Savings,Closed,2024-09-25,,48047.14
505,Investment,Closed,2020-04-27,,10864.26
506,Checking,Inactive,2023-08-17,2026-01-25,6146.22
507,Savings,Active,2024-09-13,,19287.33
508,Savings,Inactive,2023-01-02,,7490.85
509,Loan,Active,2023-11-18,,3800.88
510,Credit Card,Active,2022-02-07,,44360.82
511,Loan,Active,2021-04-13,,3324.64
512,Credit Card,Active,2025-09-04,,12099.5
513,Savings,Active,2026-01-12,2026-01-29,9930.08
514,Overdraft,Inactive,2021-07-03,,44117.71
515,Loan,Active,2021-10-31,,29585.68
516,Investment,Closed,2017-12-16,2019-06-30,38810.73
517,Overdraft,Active,2021-05-30,,677.04
518,Savings,Inactive,2024-04-29,,26896.43
519,Overdraft,Active,2022-01-20,2025-03-21,48051.2
520,Investment,Closed,2017-12-10,,36756.98
521,Savings,Inactive,2023-11-12,,23431.47
522,Checking,Active,2019-10-01,,39418.66
523,Overdraft,Inactive,2017-08-22,,35884.22
524,Investment,Closed,2018-07-10,,11643.71
525,Investment,Inactive,2025-09-22,2025-11-10,26280.42
526,Credit Card,Inactive,2022-08-02,,2820.56
527,Investment,Inactive,2022-09-10,2025-11-29,11395.58
528,Investment,Closed,2024-02-25,2024-08-03,38580.34
529,Overdraft,Active,2022-07-28,2024-05-09,38167.82
530,Savings,Active,2023-03-14,2024-06-02,36565.98
531,Credit Card,Closed,2019-10-30,2022-11-13,48761.47
532,Savings,Active,2018-12-08,,2357.35
533,Loan,Closed,2021-10-01,,13974.45
534,Savings,Active,2016-07-24,,47553.04
535,Credit Card,Inactive,2017-12-22,,8187.89
536,Credit Card,Active,2018-09-20,2019-09-07,9129.63
537,Investment,Active,2016-03-15,,24739.44
538,Investment,Active,2019-08-25,,36200.93
539,Savings,Active,2016-07-25,,44609.22
540,Overdraft,Inactive,2017-09-06,2021-07-26,47928.02
541,Investment,Active,2022-06-14,2024-10-31,46609.0
542,Loan,Active,2017-07-08,,24535.82
543,Overdraft,Active,2018-03-17,,37021.49
544,Investment,Inactive,2020-09-04,,18390.35
545,Credit Card,Active,2019-06-21,2025-06-22,9744.21
546,Savings,Closed,2017-01-01,,45716.03
547,Checking,Active,2023-07-05,2024-11-08,2972.99
548,Loan,Active,2021-06-04,,15167.12
549,Investment,Active,2018-05-04,,10508.85
550,Loan,Active,2018-06-20,,48406.8
551,Credit Card,Active,2020-03-20,,25083.07
552,Credit Card,Inactive,2022-02-04,,19638.79
553,Credit Card,Active,2026-01-01,,19072.53
554,Savings,Active,2017-12-31,,29611.05
